1618356645.94	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.50', '29.32', '0.00']
1618356646.06	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.50', '29.32', '0.00']
1618356646.14	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.50', '29.32', '0.00']
1618356646.25	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.00', '30.24', '0.00']
1618356646.33	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.00', '30.24', '0.00']
1618356646.42	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.00', '30.24', '0.00']
1618356646.54	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.00', '30.24', '0.00']
1618356646.65	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.00', '30.24', '0.00']
1618356646.72	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.00', '30.24', '0.00']
1618356646.87	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.00', '30.24', '0.00']
1618356646.98	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.00', '30.24', '0.00']
1618356647.11	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.00', '30.24', '0.00']
1618356647.21	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.00', '30.24', '0.00']
1618356647.3	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.00', '30.24', '0.00']
1618356647.39	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.50', '31.16', '0.00']
1618356647.48	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.50', '31.16', '0.00']
1618356647.55	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.50', '31.16', '0.00']
1618356647.64	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.50', '31.16', '0.00']
1618356647.74	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.50', '31.16', '0.00']
1618356647.84	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.50', '31.16', '0.00']
1618356647.92	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.50', '31.16', '0.00']
1618356648.03	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.50', '31.16', '0.00']
1618356648.12	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.50', '31.16', '0.00']
1618356648.22	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.50', '31.16', '0.00']
1618356648.29	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.50', '31.16', '0.00']
1618356648.41	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['71.50', '31.16', '0.00']
1618356648.51	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['72.00', '32.08', '0.00']
1618356648.58	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['72.00', '32.08', '0.00']
1618356648.68	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['72.00', '32.08', '0.00']
1618356648.82	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['72.00', '32.08', '0.00']
1618356648.94	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['72.00', '32.08', '0.00']
1618356649.06	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['72.00', '32.08', '0.00']
1618356649.2	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['72.00', '32.08', '0.00']
1618356649.32	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['72.00', '32.08', '0.00']
1618356649.44	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['72.50', '33.00', '0.00']
